,event_type,page,pb,pl,pr,pt,slug,tb,timestamp,tl,tr,tt,type,x,y
23,,2,886.0,659,1243,14.0,growing-my-sunflower,946,377.7291584042832,675,1228,887,SampleGaze,970.4950752708056,408.7241326291543
24,,2,886.0,659,1243,14.0,growing-my-sunflower,946,409.5352211073041,675,1228,887,SampleGaze,970.2506515651725,400.73056177603803
25,3.0,2,886.0,659,1243,14.0,growing-my-sunflower,946,409.5352211073041,675,1228,887,SampleFixation,974.6955548088974,399.5020547402896
26,3.0,2,886.0,659,1243,14.0,growing-my-sunflower,946,440.7947740323143,675,1228,887,SampleFixation,977.6251507840354,402.01465635990957
27,,2,886.0,659,1243,14.0,growing-my-sunflower,946,440.7947740323143,675,1228,887,SampleGaze,979.4707721223056,400.45083013918287
28,,2,886.0,659,1243,14.0,growing-my-sunflower,946,472.7976682248991,675,1228,887,SampleGaze,979.0517962547133,379.6868042754042
29,3.0,2,886.0,659,1243,14.0,growing-my-sunflower,946,472.7976682248991,675,1228,887,SampleFixation,980.7526715369436,383.3253645136915
33,2.0,2,886.0,659,1243,14.0,growing-my-sunflower,946,472.7976682248991,675,1228,887,SampleFixation,987.0077130427595,345.9467808212558
30,,2,886.0,659,1243,14.0,growing-my-sunflower,946,504.2210641215788,675,1228,887,SampleGaze,986.1190057620609,361.3564196491794
31,,2,886.0,659,1243,14.0,growing-my-sunflower,946,536.8353455107426,675,1228,887,SampleGaze,877.0975418393917,920.7823293096059
32,,2,886.0,659,1243,14.0,growing-my-sunflower,946,568.9676280008862,675,1228,887,SampleGaze,876.2232922228225,952.7152028456659
35,1.0,2,886.0,659,1243,14.0,growing-my-sunflower,946,568.9676280008862,675,1228,887,SampleFixation,885.7495619719199,941.0709943959099
34,,2,886.0,659,1243,14.0,growing-my-sunflower,946,600.9569602473639,675,1228,887,SampleGaze,881.0110481333553,933.9563039615476
36,,2,886.0,659,1243,14.0,growing-my-sunflower,946,633.3854063195176,675,1228,887,SampleGaze,888.4102476241891,943.9170350947419
37,,2,886.0,659,1243,14.0,growing-my-sunflower,946,665.909519093344,675,1228,887,SampleGaze,881.6797809642452,938.8757354334375
38,3.0,2,886.0,659,1243,14.0,growing-my-sunflower,946,665.909519093344,675,1228,887,SampleFixation,881.7148764140063,940.9035295409566
39,3.0,2,886.0,659,1243,14.0,growing-my-sunflower,946,697.8545001102611,675,1228,887,SampleFixation,870.913513115003,938.6528643391185
40,,2,886.0,659,1243,14.0,growing-my-sunflower,946,697.8545001102611,675,1228,887,SampleGaze,867.8189050441952,937.0248208999335
41,3.0,2,886.0,659,1243,14.0,growing-my-sunflower,946,729.9823841315228,675,1228,887,SampleFixation,860.2022502348963,933.622192182951
42,,2,886.0,659,1243,14.0,growing-my-sunflower,946,729.9823841315228,675,1228,887,SampleGaze,848.1491423215961,929.1031803384283
43,3.0,2,886.0,659,1243,14.0,growing-my-sunflower,946,761.6902143593179,675,1228,887,SampleFixation,853.2548117474284,936.2984894782776
44,,2,886.0,659,1243,14.0,growing-my-sunflower,946,761.6902143593179,675,1228,887,SampleGaze,840.0639470187544,937.6953131716473
50,2.0,2,886.0,659,1243,14.0,growing-my-sunflower,946,793.5105720869033,675,1228,887,SampleFixation,826.6160343105233,943.3578933481492
46,3.0,2,886.0,659,1243,14.0,growing-my-sunflower,946,793.5105720869033,675,1228,887,SampleFixation,844.3752192684601,938.6516241015681
45,,2,886.0,659,1243,14.0,growing-my-sunflower,946,793.5105720869033,675,1228,887,SampleGaze,832.8715543575933,937.6702231662009
47,,2,886.0,659,1243,14.0,growing-my-sunflower,946,825.9104281102773,675,1228,887,SampleGaze,831.6860748338376,942.6788553850836
48,,2,886.0,659,1243,14.0,growing-my-sunflower,946,857.7128254225245,675,1228,887,SampleGaze,1121.1261019678461,949.0145716112171
49,,2,886.0,659,1243,14.0,growing-my-sunflower,946,890.1837900287937,675,1228,887,SampleGaze,1131.4913164063903,952.1253302423415
53,1.0,2,886.0,659,1243,14.0,growing-my-sunflower,946,890.1837900287937,675,1228,887,SampleFixation,1141.338139077143,964.8620026533642
51,,2,886.0,659,1243,14.0,growing-my-sunflower,946,922.355292201275,675,1228,887,SampleGaze,1140.99002699146,961.3731651458949
52,,2,886.0,659,1243,14.0,growing-my-sunflower,946,954.5135989666451,675,1228,887,SampleGaze,1141.272506647503,968.22889831418
54,3.0,2,886.0,659,1243,14.0,growing-my-sunflower,946,987.2220809010323,675,1228,887,SampleFixation,1140.9336500490683,964.0467354233732
55,,2,886.0,659,1243,14.0,growing-my-sunflower,946,987.2220809010323,675,1228,887,SampleGaze,1139.7845619637976,961.7549362838181
56,3.0,2,886.0,659,1243,14.0,growing-my-sunflower,946,1018.9134168700548,675,1228,887,SampleFixation,1140.7951275217304,961.4695650741837
57,,2,886.0,659,1243,14.0,growing-my-sunflower,946,1018.9134168700548,675,1228,887,SampleGaze,1140.3845667096389,960.1985031744183
58,3.0,2,886.0,659,1243,14.0,growing-my-sunflower,946,1050.6912560634082,675,1228,887,SampleFixation,1152.4951527602527,957.4314398470428
59,,2,886.0,659,1243,14.0,growing-my-sunflower,946,1050.6912560634082,675,1228,887,SampleGaze,1149.942773281371,956.0239930117598
60,,2,886.0,659,1243,14.0,growing-my-sunflower,946,1082.764892299776,675,1228,887,SampleGaze,1180.3295227806332,963.4436893466338
61,3.0,2,886.0,659,1243,14.0,growing-my-sunflower,946,1082.764892299776,675,1228,887,SampleFixation,1162.429656753108,959.7844274731668
63,3.0,2,886.0,659,1243,14.0,growing-my-sunflower,946,1114.6482947501354,675,1228,887,SampleFixation,1168.6295454417675,959.5426081940878
62,,2,886.0,659,1243,14.0,growing-my-sunflower,946,1114.6482947501354,675,1228,887,SampleGaze,1181.8141247178785,962.8921215061554
64,3.0,2,886.0,659,1243,14.0,growing-my-sunflower,946,1146.8553512140643,675,1228,887,SampleFixation,1171.76838751831,957.0652448025277
65,,2,886.0,659,1243,14.0,growing-my-sunflower,946,1146.8553512140643,675,1228,887,SampleGaze,1178.857560023501,954.1275256166908
69,2.0,3,776.97,516,1388,122.97000000000003,growing-my-sunflower,946,1146.8553512140643,571,1332,887,SampleFixation,1178.046071671395,952.1105180194074
66,,3,776.97,516,1388,122.97000000000003,growing-my-sunflower,946,1178.993131790543,571,1332,887,SampleGaze,1179.0791943621534,954.5168199615752
67,,3,776.97,516,1388,122.97000000000003,growing-my-sunflower,946,1211.021683719242,571,1332,887,SampleGaze,836.26755859476,902.7588545150537
68,,3,776.97,516,1388,122.97000000000003,growing-my-sunflower,946,1242.9761947524967,571,1332,887,SampleGaze,815.4174367447577,884.8864507384264
72,1.0,3,776.97,516,1388,122.97000000000003,growing-my-sunflower,946,1242.9761947524967,571,1332,887,SampleFixation,818.3226514121602,877.6904947347297
70,,3,776.97,516,1388,122.97000000000003,growing-my-sunflower,946,1275.2092754915357,571,1332,887,SampleGaze,822.265218554826,878.7648742813489
71,,3,776.97,516,1388,122.97000000000003,growing-my-sunflower,946,1315.9632903774036,571,1332,887,SampleGaze,814.1795877992445,873.8030139733368
73,3.0,3,776.97,516,1388,122.97000000000003,growing-my-sunflower,946,1376.3982549806824,571,1332,887,SampleFixation,818.4708607956559,878.4942956060113
74,,3,776.97,516,1388,122.97000000000003,growing-my-sunflower,946,1376.3982549806824,571,1332,887,SampleGaze,818.0671009825269,881.9417756774111
80,2.0,3,776.97,516,1388,122.97000000000003,growing-my-sunflower,946,1376.3982549806824,571,1332,887,SampleFixation,818.7672795626473,880.1018973485744
75,,3,776.97,516,1388,122.97000000000003,growing-my-sunflower,946,1488.2040391140617,571,1332,887,SampleGaze,823.5411460570301,831.2634843536017
76,,3,776.97,516,1388,122.97000000000003,growing-my-sunflower,946,1604.4775681743631,571,1332,887,SampleGaze,813.224047361856,872.7292562647403
77,,3,776.97,516,1388,122.97000000000003,growing-my-sunflower,946,1681.9873895891942,571,1332,887,SampleGaze,855.5514740686484,550.0106704451699
78,,3,776.97,516,1388,122.97000000000003,growing-my-sunflower,946,1728.9718358695973,571,1332,887,SampleGaze,869.8771005807519,464.36467099296203
83,1.0,3,776.97,516,1388,122.97000000000003,growing-my-sunflower,946,1761.9094047332183,571,1332,887,SampleFixation,779.1339024906364,894.8839359733225
79,,3,776.97,516,1388,122.97000000000003,growing-my-sunflower,946,1761.9094047332183,571,1332,887,SampleGaze,787.4502854246034,886.7062797367998
81,,3,776.97,516,1388,122.97000000000003,growing-my-sunflower,946,1793.0362705087755,571,1332,887,SampleGaze,764.3471865395815,912.012869094434
82,,3,776.97,516,1388,122.97000000000003,growing-my-sunflower,946,1824.9339679834666,571,1332,887,SampleGaze,774.5316743739578,899.517551333295
84,3.0,3,776.97,516,1388,122.97000000000003,growing-my-sunflower,946,1855.7643036380177,571,1332,887,SampleFixation,778.2397194034636,897.8331578064968
85,,3,776.97,516,1388,122.97000000000003,growing-my-sunflower,946,1855.7643036380177,571,1332,887,SampleGaze,778.4723483687349,899.8015196741657
86,,3,776.97,516,1388,122.97000000000003,growing-my-sunflower,946,1888.8008380549727,571,1332,887,SampleGaze,782.6528621305058,892.5656157775045
87,3.0,3,776.97,516,1388,122.97000000000003,growing-my-sunflower,946,1888.8008380549727,571,1332,887,SampleFixation,781.3122081419132,893.258981253995
91,2.0,3,776.97,516,1388,122.97000000000003,growing-my-sunflower,946,1888.8008380549727,571,1332,887,SampleFixation,787.4571856188126,884.1106281489914
88,,3,776.97,516,1388,122.97000000000003,growing-my-sunflower,946,1919.8463321533054,571,1332,887,SampleGaze,806.8355078786468,906.5441363937992
89,,3,776.97,516,1388,122.97000000000003,growing-my-sunflower,946,1952.0079377704533,571,1332,887,SampleGaze,902.9582442771027,939.7427041105325
94,1.0,3,776.97,516,1388,122.97000000000003,growing-my-sunflower,946,1984.15634798049,571,1332,887,SampleFixation,1040.9819983121702,937.3554154450521
90,,3,776.97,516,1388,122.97000000000003,growing-my-sunflower,946,1984.15634798049,571,1332,887,SampleGaze,932.1009753123152,939.1506134598989
92,,3,776.97,516,1388,122.97000000000003,growing-my-sunflower,946,2016.4946254373062,571,1332,887,SampleGaze,1042.2625288742618,935.1814426834125
99,2.0,3,776.97,516,1388,122.97000000000003,growing-my-sunflower,946,2048.657697210787,571,1332,887,SampleFixation,1038.450497252034,941.788141839741
93,,3,776.97,516,1388,122.97000000000003,growing-my-sunflower,946,2048.657697210787,571,1332,887,SampleGaze,1040.943392209025,937.5255861234615
95,,3,776.97,516,1388,122.97000000000003,growing-my-sunflower,946,2080.4370025605895,571,1332,887,SampleGaze,1037.6257666947577,940.8409376603441
96,,3,776.97,516,1388,122.97000000000003,growing-my-sunflower,946,2112.542894236627,571,1332,887,SampleGaze,1244.7700290490054,962.5672596598735
97,,3,776.97,516,1388,122.97000000000003,growing-my-sunflower,946,2144.1825481943088,571,1332,887,SampleGaze,1249.1416929736529,962.1809220498643
101,1.0,3,776.97,516,1388,122.97000000000003,growing-my-sunflower,946,2144.1825481943088,571,1332,887,SampleFixation,1261.6220123838482,954.5885423775903
98,,3,776.97,516,1388,122.97000000000003,growing-my-sunflower,946,2176.1553861818975,571,1332,887,SampleGaze,1272.0871233335236,948.2069555038837
100,,3,776.97,516,1388,122.97000000000003,growing-my-sunflower,946,2208.10329951148,571,1332,887,SampleGaze,1271.5168534306013,948.3764122062975
102,3.0,3,776.97,516,1388,122.97000000000003,growing-my-sunflower,946,2239.7172957332805,571,1332,887,SampleFixation,1263.6112203313685,954.5834599508559
103,,3,776.97,516,1388,122.97000000000003,growing-my-sunflower,946,2239.7172957332805,571,1332,887,SampleGaze,1268.1132069294774,952.6890725476483
104,3.0,3,776.97,516,1388,122.97000000000003,growing-my-sunflower,946,2271.3950697560795,571,1332,887,SampleFixation,1259.1315238282693,958.2014550731543
105,,3,776.97,516,1388,122.97000000000003,growing-my-sunflower,946,2271.3950697560795,571,1332,887,SampleGaze,1257.4136621036698,960.5959846905052
106,,3,776.97,516,1388,122.97000000000003,growing-my-sunflower,946,2302.8892076964257,571,1332,887,SampleGaze,1258.41152695777,961.1174496712285
107,3.0,3,776.97,516,1388,122.97000000000003,growing-my-sunflower,946,2302.8892076964257,571,1332,887,SampleFixation,1256.9950077826122,960.9390268226588
114,2.0,3,776.97,516,1388,122.97000000000003,growing-my-sunflower,946,2334.642122232006,571,1332,887,SampleFixation,1268.8790882858043,959.0340639607091
108,,3,776.97,516,1388,122.97000000000003,growing-my-sunflower,946,2334.642122232006,571,1332,887,SampleGaze,1266.118245455966,960.1521891656066
109,3.0,3,776.97,516,1388,122.97000000000003,growing-my-sunflower,946,2334.642122232006,571,1332,887,SampleFixation,1260.9563679503428,960.3040392020089
110,,3,776.97,516,1388,122.97000000000003,growing-my-sunflower,946,2366.2506203673547,571,1332,887,SampleGaze,1263.931592355252,961.2939384261689
111,,3,776.97,516,1388,122.97000000000003,growing-my-sunflower,946,2399.013716625632,571,1332,887,SampleGaze,1196.1258155110943,390.087465966991
112,,3,776.97,516,1388,122.97000000000003,growing-my-sunflower,946,2431.135736021446,571,1332,887,SampleGaze,1194.1105968642055,360.7905583134326
115,1.0,3,776.97,516,1388,122.97000000000003,growing-my-sunflower,946,2431.135736021446,571,1332,887,SampleFixation,1192.1733985384058,344.6667166276362
113,,3,776.97,516,1388,122.97000000000003,growing-my-sunflower,946,2463.548054373823,571,1332,887,SampleGaze,1187.2023290043014,347.7087233328869
116,,3,776.97,516,1388,122.97000000000003,growing-my-sunflower,946,2495.4879038435174,571,1332,887,SampleGaze,1192.1952328360899,334.1010278013852
118,,3,776.97,516,1388,122.97000000000003,growing-my-sunflower,946,2527.5131569204386,571,1332,887,SampleGaze,1194.2843657663782,333.012143703524
117,3.0,3,776.97,516,1388,122.97000000000003,growing-my-sunflower,946,2527.5131569204386,571,1332,887,SampleFixation,1195.4808137819389,340.8792987691214
120,,3,776.97,516,1388,122.97000000000003,growing-my-sunflower,946,2559.1355835412396,571,1332,887,SampleGaze,1192.2534533806556,338.70086154019043
127,2.0,4,886.0,659,1243,14.0,growing-my-sunflower,946,2559.1355835412396,695,1208,887,SampleFixation,1183.1242349227498,355.8415177020289
119,3.0,3,776.97,516,1388,122.97000000000003,growing-my-sunflower,946,2559.1355835412396,571,1332,887,SampleFixation,1191.3619541622093,345.8667050800906
121,,3,776.97,516,1388,122.97000000000003,growing-my-sunflower,946,2591.0563729783753,571,1332,887,SampleGaze,1187.7173752883102,350.3851041302084
122,,3,776.97,516,1388,122.97000000000003,growing-my-sunflower,946,2622.7011584833963,571,1332,887,SampleGaze,957.5495178085342,389.9112565256269
123,,3,776.97,516,1388,122.97000000000003,growing-my-sunflower,946,2654.387729444308,571,1332,887,SampleGaze,914.0972478003798,334.1884654646545
124,,3,776.97,516,1388,122.97000000000003,growing-my-sunflower,946,2686.1325801198836,571,1332,887,SampleGaze,917.910211522782,375.94375932774835
125,,4,886.0,659,1243,14.0,growing-my-sunflower,946,2717.3848022631137,695,1208,887,SampleGaze,919.4225172123085,373.6777891430888
129,1.0,4,886.0,659,1243,14.0,growing-my-sunflower,946,2717.3848022631137,695,1208,887,SampleFixation,917.7944084667902,389.814511542224
126,,4,886.0,659,1243,14.0,growing-my-sunflower,946,2749.0644089813577,695,1208,887,SampleGaze,915.865051787051,392.7440517450474
128,,4,886.0,659,1243,14.0,growing-my-sunflower,946,2781.287226625951,695,1208,887,SampleGaze,918.8470099645924,385.6945775133949
130,,4,886.0,659,1243,14.0,growing-my-sunflower,946,2812.610923891072,695,1208,887,SampleGaze,920.1454744982591,375.1014080040837
131,,4,886.0,659,1243,14.0,growing-my-sunflower,946,2844.5559049079893,695,1208,887,SampleGaze,918.0330361970687,337.641358284265
132,3.0,4,886.0,659,1243,14.0,growing-my-sunflower,946,2844.5559049079893,695,1208,887,SampleFixation,917.3247170313184,367.9691523951153
133,,4,886.0,659,1243,14.0,growing-my-sunflower,946,2876.5569664052455,695,1208,887,SampleGaze,920.990368923524,351.18854142733744
134,,4,886.0,659,1243,14.0,growing-my-sunflower,946,2908.5950483501656,695,1208,887,SampleGaze,921.2962225381082,381.58395683774864
135,,4,886.0,659,1243,14.0,growing-my-sunflower,946,2940.4740523315268,695,1208,887,SampleGaze,915.9062722554114,329.88726474698126
136,,4,886.0,659,1243,14.0,growing-my-sunflower,946,2972.8038993893424,695,1208,887,SampleGaze,917.589874410806,339.4263575603749
137,,4,886.0,659,1243,14.0,growing-my-sunflower,946,3005.006557384273,695,1208,887,SampleGaze,922.8778668522859,348.87846420174833
138,3.0,4,886.0,659,1243,14.0,growing-my-sunflower,946,3005.006557384273,695,1208,887,SampleFixation,923.2992370907743,372.7332864886418
139,3.0,4,886.0,659,1243,14.0,growing-my-sunflower,946,3036.9464068539673,695,1208,887,SampleFixation,917.4370979024402,355.7686614213238
140,,4,886.0,659,1243,14.0,growing-my-sunflower,946,3036.9464068539673,695,1208,887,SampleGaze,908.7001938190957,329.46219334055866
141,,4,886.0,659,1243,14.0,growing-my-sunflower,946,3070.3212568478193,695,1208,887,SampleGaze,918.1938454895804,307.99051506503577
143,3.0,4,886.0,659,1243,14.0,growing-my-sunflower,946,3102.416518890299,695,1208,887,SampleFixation,943.0173689989861,307.799152149471
142,,4,886.0,659,1243,14.0,growing-my-sunflower,946,3102.416518890299,695,1208,887,SampleGaze,952.1862952370666,259.8932436958723
144,3.0,4,886.0,659,1243,14.0,growing-my-sunflower,946,3134.67232505267,695,1208,887,SampleFixation,956.5482357837104,276.42131395551803
145,,4,886.0,659,1243,14.0,growing-my-sunflower,946,3134.67232505267,695,1208,887,SampleGaze,989.8142286592972,211.45534587446738
146,,4,886.0,659,1243,14.0,growing-my-sunflower,946,3166.376856428804,695,1208,887,SampleGaze,992.7944135160142,199.4399444471701
147,3.0,4,886.0,659,1243,14.0,growing-my-sunflower,946,3166.376856428804,695,1208,887,SampleFixation,969.4086925532404,232.13686885635897
148,3.0,4,886.0,659,1243,14.0,growing-my-sunflower,946,3199.1843039166415,695,1208,887,SampleFixation,975.6277435984452,217.97891829920388
149,,4,886.0,659,1243,14.0,growing-my-sunflower,946,3199.1843039166415,695,1208,887,SampleGaze,988.5948840067746,185.97927982283807
150,3.0,4,886.0,659,1243,14.0,growing-my-sunflower,946,3231.3499414636753,695,1208,887,SampleFixation,982.870140497257,210.9983377659352
151,,4,886.0,659,1243,14.0,growing-my-sunflower,946,3231.3499414636753,695,1208,887,SampleGaze,990.7880675816884,187.42212449292916
152,,4,886.0,659,1243,14.0,growing-my-sunflower,946,3263.6856531469384,695,1208,887,SampleGaze,993.7104135506295,198.40341746898457
153,3.0,4,886.0,659,1243,14.0,growing-my-sunflower,946,3263.6856531469384,695,1208,887,SampleFixation,985.3274544590668,207.3954949526892
154,3.0,4,886.0,659,1243,14.0,growing-my-sunflower,946,3295.339602129068,695,1208,887,SampleFixation,988.8749623973318,206.43559099026461
155,,4,886.0,659,1243,14.0,growing-my-sunflower,946,3295.339602129068,695,1208,887,SampleGaze,993.9959626703991,202.25375839684688
156,3.0,4,886.0,659,1243,14.0,growing-my-sunflower,946,3327.0357031062013,695,1208,887,SampleFixation,992.9162585504089,203.7940284260991
157,,4,886.0,659,1243,14.0,growing-my-sunflower,946,3327.0357031062013,695,1208,887,SampleGaze,997.6506632653374,200.47779937355168
159,,4,886.0,659,1243,14.0,growing-my-sunflower,946,3358.8487300520064,695,1208,887,SampleGaze,997.9508873529638,201.6440887684287
158,3.0,4,886.0,659,1243,14.0,growing-my-sunflower,946,3358.8487300520064,695,1208,887,SampleFixation,992.7203121921312,204.71564271016302
160,,4,886.0,659,1243,14.0,growing-my-sunflower,946,3391.0271964671556,695,1208,887,SampleGaze,994.4644613171456,187.80582499903937
164,2.0,4,886.0,659,1243,14.0,growing-my-sunflower,946,3391.0271964671556,695,1208,887,SampleFixation,989.6677457552709,139.1189564821193
161,,4,886.0,659,1243,14.0,growing-my-sunflower,946,3423.663470201427,695,1208,887,SampleGaze,989.9551717544471,146.4043236230498
162,,4,886.0,659,1243,14.0,growing-my-sunflower,946,3456.482280400931,695,1208,887,SampleGaze,810.5900420975803,889.2814366861942
163,,4,886.0,659,1243,14.0,growing-my-sunflower,946,3490.23869758402,695,1208,887,SampleGaze,809.9090940145933,913.430256599556
166,1.0,4,886.0,659,1243,14.0,growing-my-sunflower,946,3490.23869758402,695,1208,887,SampleFixation,845.5391939622625,949.9664982632694
165,,4,886.0,659,1243,14.0,growing-my-sunflower,946,3523.2290480759693,695,1208,887,SampleGaze,840.8353807412246,951.4251627598351
167,,4,886.0,659,1243,14.0,growing-my-sunflower,946,3555.6886499705724,695,1208,887,SampleGaze,849.1821260973571,952.4834736575518
168,,4,886.0,659,1243,14.0,growing-my-sunflower,946,3587.7780473876046,695,1208,887,SampleGaze,839.4873405753996,942.5620468837035
169,3.0,4,886.0,659,1243,14.0,growing-my-sunflower,946,3587.7780473876046,695,1208,887,SampleFixation,835.7810586201199,939.5807090512506
174,2.0,4,886.0,659,1243,14.0,growing-my-sunflower,946,3620.4854297047714,695,1208,887,SampleFixation,835.5201185911038,957.7928487756259
170,,4,886.0,659,1243,14.0,growing-my-sunflower,946,3620.4854297047714,695,1208,887,SampleGaze,828.8113624152356,939.2669165375963
171,3.0,4,886.0,659,1243,14.0,growing-my-sunflower,946,3620.4854297047714,695,1208,887,SampleFixation,835.6940786104478,945.651422292709
172,,4,886.0,659,1243,14.0,growing-my-sunflower,946,3653.1975770300487,695,1208,887,SampleGaze,881.4467521686825,949.0457732477116
177,1.0,4,886.0,659,1243,14.0,growing-my-sunflower,946,3685.5692095437553,695,1208,887,SampleFixation,1057.5992648443555,945.3346056607769
173,,4,886.0,659,1243,14.0,growing-my-sunflower,946,3685.5692095437553,695,1208,887,SampleGaze,1028.3970581666115,936.0295992832057
175,,4,886.0,659,1243,14.0,growing-my-sunflower,946,3717.7700348431244,695,1208,887,SampleGaze,1052.1938730006102,946.3434459855605
176,,4,886.0,659,1243,14.0,growing-my-sunflower,946,3749.8770261363825,695,1208,887,SampleGaze,1060.0868642603173,956.2172350851947
178,,4,886.0,659,1243,14.0,growing-my-sunflower,946,3781.8300710133044,695,1208,887,SampleGaze,1053.4507937815054,927.8494380216986
179,3.0,4,886.0,659,1243,14.0,growing-my-sunflower,946,3781.8300710133044,695,1208,887,SampleFixation,1054.9965321233615,936.184455186048
180,3.0,4,886.0,659,1243,14.0,growing-my-sunflower,946,3813.8736510444432,695,1208,887,SampleFixation,1062.4960874460294,938.1474258906691
181,,4,886.0,659,1243,14.0,growing-my-sunflower,946,3813.8736510444432,695,1208,887,SampleGaze,1058.3478004732335,926.8266863945772
182,,4,886.0,659,1243,14.0,growing-my-sunflower,946,3846.001901604701,695,1208,887,SampleGaze,1055.026704815966,953.8852612905287
183,3.0,4,886.0,659,1243,14.0,growing-my-sunflower,946,3846.001901604701,695,1208,887,SampleFixation,1058.9989583331578,946.6359034830946
184,,4,886.0,659,1243,14.0,growing-my-sunflower,946,3878.848202235764,695,1208,887,SampleGaze,1057.187268086335,958.4988580022161
185,3.0,4,886.0,659,1243,14.0,growing-my-sunflower,946,3878.848202235764,695,1208,887,SampleFixation,1059.4000208286282,949.2111627560927
186,,4,886.0,659,1243,14.0,growing-my-sunflower,946,3910.377894467558,695,1208,887,SampleGaze,1074.8592151916873,965.462808673665
187,,4,886.0,659,1243,14.0,growing-my-sunflower,946,3942.4962484723656,695,1208,887,SampleGaze,1187.400755014718,933.0564055198417
189,,4,886.0,659,1243,14.0,growing-my-sunflower,946,3974.640260213404,695,1208,887,SampleGaze,1188.792174617602,933.2969010988851
188,3.0,4,886.0,659,1243,14.0,growing-my-sunflower,946,3974.640260213404,695,1208,887,SampleFixation,1099.414053108714,945.5505977872157
191,3.0,4,886.0,659,1243,14.0,growing-my-sunflower,946,4006.3077711417573,695,1208,887,SampleFixation,1123.9345361749542,949.6178655023313
190,,4,886.0,659,1243,14.0,growing-my-sunflower,946,4006.3077711417573,695,1208,887,SampleGaze,1175.1167531559915,952.4446110068584
192,3.0,4,886.0,659,1243,14.0,growing-my-sunflower,946,4037.9969078762224,695,1208,887,SampleFixation,1136.8435773709402,956.4568116972488
193,,4,886.0,659,1243,14.0,growing-my-sunflower,946,4037.9969078762224,695,1208,887,SampleGaze,1166.8263829345635,963.5790923499218
194,,4,886.0,659,1243,14.0,growing-my-sunflower,946,4069.966813551029,695,1208,887,SampleGaze,1171.170224240807,959.2482671548806
