,event_type,page,pb,pl,pr,pt,slug,tb,timestamp,tl,tr,tt,type,x,y
528,3.0,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,1007,10843.025237682217,467,1436,887,SampleFixation,995.6079526492722,541.5116502645132
529,,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,10875.154587859812,605,1297,887,SampleGaze,808.065127129731,486.62871883384173
530,3.0,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,10875.154587859812,605,1297,887,SampleFixation,932.642718241462,520.1660707273837
531,3.0,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,10907.243252198736,605,1297,887,SampleFixation,892.5831651591257,525.8233629813132
532,,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,10907.243252198736,605,1297,887,SampleGaze,812.0799811726479,520.6797114357438
533,3.0,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,10939.592892367218,605,1297,887,SampleFixation,849.8728094787244,536.3453979719117
534,,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,10939.592892367218,605,1297,887,SampleGaze,783.8558553031503,539.3779125090817
535,,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,10971.223749386903,605,1297,887,SampleGaze,790.9089602524307,516.3295014718059
536,3.0,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,10971.223749386903,605,1297,887,SampleFixation,836.6118611718139,511.8497871060308
538,,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,11003.482487862057,605,1297,887,SampleGaze,784.8406604929996,525.2757738296884
537,3.0,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,11003.482487862057,605,1297,887,SampleFixation,833.4120376690707,497.1736264977359
539,3.0,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,11035.479150890198,605,1297,887,SampleFixation,830.9229364169194,499.45249984865603
540,,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,11035.479150890198,605,1297,887,SampleGaze,825.5837908574848,497.81562792300207
541,3.0,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,11067.354122941557,605,1297,887,SampleFixation,826.1573660126913,480.6638656045948
542,,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,11067.354122941557,605,1297,887,SampleGaze,825.142073120771,495.9002173583864
543,3.0,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,11099.171181817364,605,1297,887,SampleFixation,821.9826430457717,478.6689475734248
544,,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,11099.171181817364,605,1297,887,SampleGaze,817.5714595120706,480.3977773994557
545,,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,11131.09087163728,605,1297,887,SampleGaze,823.7751607230737,501.120784320597
546,3.0,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,11131.09087163728,605,1297,887,SampleFixation,823.6167883329413,489.5087096452499
547,,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,11163.464336846431,605,1297,887,SampleGaze,816.805923162851,490.19914753366544
548,3.0,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,11163.464336846431,605,1297,887,SampleFixation,819.3817109941222,487.17389576232324
550,,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,11195.27516455768,605,1297,887,SampleGaze,816.212280066885,483.9522031329218
549,3.0,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,11195.27516455768,605,1297,887,SampleFixation,818.3931344627831,481.7482441294702
551,,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,11227.48002178705,605,1297,887,SampleGaze,831.1533614100238,472.5091119160676
552,3.0,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,11227.48002178705,605,1297,887,SampleFixation,823.8562435873761,478.66313850220973
553,,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,11259.355726916634,605,1297,887,SampleGaze,834.3281231689674,463.912162481647
554,3.0,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,11259.355726916634,605,1297,887,SampleFixation,830.2203612812281,465.20878466699304
555,3.0,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,11291.520997924672,605,1297,887,SampleFixation,830.6478782215926,458.74033800655195
556,,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,11291.520997924672,605,1297,887,SampleGaze,834.3266198888384,453.92327399279475
557,3.0,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,11324.149574338167,605,1297,887,SampleFixation,828.3364401532862,449.62050726954556
558,,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,11324.149574338167,605,1297,887,SampleGaze,826.6644019656284,435.1969715461583
560,,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,11355.927413531637,605,1297,887,SampleGaze,829.1753540218556,446.61456403996715
559,3.0,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,11355.927413531637,605,1297,887,SampleFixation,832.6590345274127,462.56316536121693
562,,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,11387.884856877441,605,1297,887,SampleGaze,824.8784958171577,473.77973970834546
561,3.0,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,11387.884856877441,605,1297,887,SampleFixation,829.4835036878609,468.8700993813311
563,3.0,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,11420.227166264376,605,1297,887,SampleFixation,829.2021361850578,452.5990750324303
564,,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,11420.227166264376,605,1297,887,SampleGaze,830.8406064101459,444.41531170569215
565,3.0,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,11452.265614748409,605,1297,887,SampleFixation,833.8253116928523,441.70594425582243
566,,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,11452.265614748409,605,1297,887,SampleGaze,835.6073555034195,438.39277785879113
567,,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,11483.830494732421,605,1297,887,SampleGaze,819.0675713122453,457.05026007045217
568,3.0,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,11483.830494732421,605,1297,887,SampleFixation,826.920282638911,451.6350109315677
569,3.0,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,11515.822026213456,605,1297,887,SampleFixation,823.8082996655351,462.13702755743094
570,,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,11515.822026213456,605,1297,887,SampleGaze,823.5210281829767,466.3500071854752
572,3.0,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,11547.515927956032,605,1297,887,SampleFixation,826.6159294498675,449.93637807998755
571,,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,11547.515927956032,605,1297,887,SampleGaze,826.1840839345867,442.7355311863252
574,,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,11580.48721841554,605,1297,887,SampleGaze,816.0486080579111,459.42975976856394
578,2.0,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,11580.48721841554,605,1297,887,SampleFixation,812.0884608193209,465.3812206316015
573,3.0,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,11580.48721841554,605,1297,887,SampleFixation,821.7734399063519,455.08465893052556
575,,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,11615.517358924553,605,1297,887,SampleGaze,816.1969755476106,514.4895931668246
576,,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,11649.452280642872,605,1297,887,SampleGaze,804.1743602416411,904.7613694403542
577,,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,11687.324931768759,605,1297,887,SampleGaze,790.8372508631741,933.8630571545555
579,,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,11720.618410085386,605,1297,887,SampleGaze,766.432120903018,916.8088308789611
580,,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,11753.975299664016,605,1297,887,SampleGaze,762.9779936854216,969.7393965393655
583,1.0,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,11753.975299664016,605,1297,887,SampleFixation,745.2314633231038,1034.2311599764807
581,,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,11786.975913250411,605,1297,887,SampleGaze,751.9091130665144,1037.5319520065964
582,,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,11824.968422657636,605,1297,887,SampleGaze,731.4196476593756,1028.1929180195805
584,,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,11863.340666558652,605,1297,887,SampleGaze,741.4499564264928,1018.4150249104712
585,3.0,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,11863.340666558652,605,1297,887,SampleFixation,765.2509748539816,1010.7228806198564
586,,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,11896.886323766958,605,1297,887,SampleGaze,826.2739175138491,965.8606438173871
587,,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,11931.594276418851,605,1297,887,SampleGaze,994.7816903393727,900.8215770729878
588,,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,11969.414512455405,605,1297,887,SampleGaze,971.3449485329251,950.8548156541959
589,,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,12004.38087516342,605,1297,887,SampleGaze,1004.8635269998179,900.0349722846343
590,,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,12042.368253023422,605,1297,887,SampleGaze,1024.686080183818,943.9415423086097
591,,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,12076.74851973186,605,1297,887,SampleGaze,1030.9132616775155,927.1459953989297
592,3.0,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,12111.112658720638,605,1297,887,SampleFixation,846.741304626397,1005.6186658550708
593,,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,12111.112658720638,605,1297,887,SampleGaze,1022.0464518511052,950.3880202421678
594,3.0,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,12144.682507508609,605,1297,887,SampleFixation,912.1551052835933,998.3192255077619
595,,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,12144.682507508609,605,1297,887,SampleGaze,1036.1772090976253,986.1122194876797
596,3.0,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,12182.324605548929,605,1297,887,SampleFixation,959.465529459043,1012.1536888887673
597,,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,12182.324605548929,605,1297,887,SampleGaze,1050.3152488689198,1020.7686565435355
598,,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,12216.32843661547,605,1297,887,SampleGaze,1067.1908756558246,1014.8542617490148
599,3.0,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,12216.32843661547,605,1297,887,SampleFixation,1011.9171381316129,992.9555715974765
600,3.0,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,12255.913191815082,605,1297,887,SampleFixation,1035.9769114492947,991.5187449153403
601,,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,12255.913191815082,605,1297,887,SampleGaze,1094.864119395528,977.4293168536567
603,3.0,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,12288.618741436687,605,1297,887,SampleFixation,1055.9224634969967,993.5813150617929
602,,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,12288.618741436687,605,1297,887,SampleGaze,1091.8076102171212,994.6084697008765
604,3.0,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,12322.458729531558,605,1297,887,SampleFixation,1081.706256514584,988.0756173214583
605,,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,12322.458729531558,605,1297,887,SampleGaze,1121.0580645499272,983.7956444561763
606,3.0,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,12355.435151538288,605,1297,887,SampleFixation,1114.6432820803352,962.5271062679174
607,,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,12355.435151538288,605,1297,887,SampleGaze,1164.2875883881447,933.9776413235368
608,3.0,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,12389.213561066485,605,1297,887,SampleFixation,1132.1072413147467,916.7857899198309
609,,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,12389.213561066485,605,1297,887,SampleGaze,1171.6620543211754,854.8607215070913
610,,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,12422.59830761567,605,1297,887,SampleGaze,1163.317080850764,875.3252180225904
611,,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,12457.088902589341,605,1297,887,SampleGaze,1162.4723054226731,855.4355832427466
612,,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,12490.64738866553,605,1297,887,SampleGaze,1123.984352134951,866.2507379276352
613,,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,12525.91651265911,605,1297,887,SampleGaze,1104.8153558707795,847.2713023996146
614,,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,12559.969826502434,605,1297,887,SampleGaze,1117.0040997989452,844.5490194891096
615,,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,12593.651469711738,605,1297,887,SampleGaze,1140.310292082988,896.363421601767
620,2.0,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,12628.009377535956,479,1425,887,SampleFixation,1087.5468285652144,933.99719070272
617,,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,12628.009377535956,605,1297,887,SampleGaze,1122.770173096059,939.7466555041167
616,3.0,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,12628.009377535956,605,1297,887,SampleFixation,1117.2537703982357,922.5229235141272
618,,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,12662.123903406726,605,1297,887,SampleGaze,1054.6590352773553,871.4630651882428
619,,6,711.35,516,1388,188.35000000000002,feel-the-ocean-breeze,946,12701.117797598534,605,1297,887,SampleGaze,877.8648102072743,623.4386191314455
623,1.0,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,12701.117797598534,479,1425,887,SampleFixation,823.4128803420541,553.9916061836742
621,,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,12734.205280948489,479,1425,887,SampleGaze,819.9592213552849,555.7363337931822
622,,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,12768.197016225255,479,1425,887,SampleGaze,821.3652996575083,558.9336968588201
624,3.0,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,12802.679913877917,479,1425,887,SampleFixation,828.9503217977816,530.0922516478861
625,,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,12802.679913877917,479,1425,887,SampleGaze,837.9383889173916,497.44723927380744
626,3.0,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,12840.769922682259,479,1425,887,SampleFixation,813.8257621941917,550.9946075953338
627,,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,12840.769922682259,479,1425,887,SampleGaze,812.3527221339842,536.4662104498152
628,,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,12879.54206072673,479,1425,887,SampleGaze,826.3237742167748,519.9750087696544
629,3.0,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,12879.54206072673,479,1425,887,SampleFixation,819.5507978695584,539.3859158329715
631,,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,12913.178619628481,479,1425,887,SampleGaze,804.1224809373866,548.3699753606702
630,3.0,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,12913.178619628481,479,1425,887,SampleFixation,812.2207029440038,545.0011071089855
632,,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,12946.538441519777,479,1425,887,SampleGaze,814.9070128753249,415.74558869980757
633,,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,12979.773640121624,479,1425,887,SampleGaze,828.1024776566882,455.97011094896146
634,,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,13012.920502803696,479,1425,887,SampleGaze,830.8100739272679,556.6469912053509
635,3.0,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,13045.885928637756,479,1425,887,SampleFixation,800.5566130731862,559.011370934494
636,,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,13045.885928637756,479,1425,887,SampleGaze,783.6217175156721,583.1663877170588
637,,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,13079.712354786403,479,1425,887,SampleGaze,810.3734042568238,566.3707100309164
638,3.0,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,13079.712354786403,479,1425,887,SampleFixation,805.4990647335362,560.4440969205999
639,,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,13113.151349120366,479,1425,887,SampleGaze,858.164328467525,555.3079987490189
640,,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,13146.24506363488,479,1425,887,SampleGaze,980.3676462023475,516.9139978471085
641,,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,13178.995697564154,479,1425,887,SampleGaze,1036.0508011695636,539.1718034972968
642,3.0,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,13178.995697564154,479,1425,887,SampleFixation,882.1646751557901,556.0320587255319
644,,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,13211.337640411977,479,1425,887,SampleGaze,1025.6969167487212,559.493299545203
643,3.0,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,13211.337640411977,479,1425,887,SampleFixation,929.4089888491092,558.913380504342
645,,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,13243.102284198336,479,1425,887,SampleGaze,1041.4177028526396,539.1923997061671
646,3.0,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,13243.102284198336,479,1425,887,SampleFixation,973.5134033866801,542.8870857386742
647,,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,13275.119473415252,479,1425,887,SampleGaze,1040.3647932111094,543.7376803918764
648,3.0,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,13275.119473415252,479,1425,887,SampleFixation,992.5851408901168,548.3514436068248
649,3.0,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,13307.082414847508,479,1425,887,SampleFixation,1007.6353062729486,547.611301991257
650,,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,13307.082414847508,479,1425,887,SampleGaze,1040.5965253878921,543.0853304866171
651,,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,13339.3264917591,479,1425,887,SampleGaze,1047.2697936672757,535.1588535753233
652,3.0,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,13339.3264917591,479,1425,887,SampleFixation,1022.0002228588716,542.0810031636905
653,,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,13371.438981138577,479,1425,887,SampleGaze,1035.2160481054627,539.2778481381971
654,3.0,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,13371.438981138577,479,1425,887,SampleFixation,1010.4381774617717,546.9035277745745
655,,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,13404.563484936312,479,1425,887,SampleGaze,1022.6815180854087,583.8902793795116
656,3.0,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,13404.563484936312,479,1425,887,SampleFixation,1019.0012104690608,565.1100352213601
657,,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,13436.858144241909,479,1425,887,SampleGaze,1017.8069646902501,543.1573192595421
658,,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,13468.813754892384,479,1425,887,SampleGaze,1037.2961333259989,505.87433840616353
659,3.0,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,13468.813754892384,479,1425,887,SampleFixation,1027.2336766149772,516.1361572012491
660,,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,13500.799421747972,479,1425,887,SampleGaze,1031.2555538476722,425.23641669159775
661,3.0,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,13500.799421747972,479,1425,887,SampleFixation,1023.7830741687827,488.0985059989432
662,,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,13532.893217634002,479,1425,887,SampleGaze,1028.3142714233231,431.5722931447031
663,3.0,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,13532.893217634002,479,1425,887,SampleFixation,1026.0473542200416,471.35798382028577
664,,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,13564.85652560537,479,1425,887,SampleGaze,1002.2297723226428,449.9716977016803
665,3.0,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,13564.85652560537,479,1425,887,SampleFixation,997.6997140951972,477.46251873578717
672,2.0,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,13564.85652560537,479,1425,887,SampleFixation,941.0044338455089,489.6715885667901
666,,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,13598.644465149788,479,1425,887,SampleGaze,919.9908716264474,513.29773011754
667,,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,13632.792346077447,479,1425,887,SampleGaze,681.505996605944,892.407146277769
668,,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,13665.97952805896,479,1425,887,SampleGaze,690.596835725425,810.893365516745
669,,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,13699.830145787273,479,1425,887,SampleGaze,678.9939926555946,877.8304171326448
673,1.0,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,13737.882034526498,479,1425,887,SampleFixation,703.3862802659447,930.7472414535779
670,,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,13737.882034526498,479,1425,887,SampleGaze,672.7884122854398,882.5507907672003
671,,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,13770.944959757675,479,1425,887,SampleGaze,668.1308350624063,928.8611165262162
674,,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,13804.950256980548,479,1425,887,SampleGaze,757.9830004437615,937.9799049520457
675,3.0,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,13837.334351823258,479,1425,887,SampleFixation,717.296724692087,953.3375824631188
676,,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,13837.334351823258,479,1425,887,SampleGaze,747.9581748535965,989.2233860156442
677,3.0,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,13870.242964098987,479,1425,887,SampleFixation,728.3940935085996,958.3805635148316
678,,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,13870.242964098987,479,1425,887,SampleGaze,749.8658787218378,984.7502781275975
679,3.0,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,13908.432304995658,479,1425,887,SampleFixation,734.5791624859593,977.3001746695379
680,,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,13908.432304995658,479,1425,887,SampleGaze,747.4701711989022,1004.8952394162183
681,,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,13941.714787139732,479,1425,887,SampleGaze,792.9202093947945,987.1536748684587
682,,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,13975.026592410693,479,1425,887,SampleGaze,902.2225993531121,987.8077452090974
684,3.0,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,14007.406655323517,479,1425,887,SampleFixation,797.4462420852616,983.1255203968415
683,,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,14007.406655323517,479,1425,887,SampleGaze,928.9448650569382,989.2016314146973
685,3.0,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,14040.924089022039,479,1425,887,SampleFixation,845.2873505623921,975.186999194394
686,,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,14040.924089022039,479,1425,887,SampleGaze,936.1409143073151,974.2326046738425
687,,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,14074.380677232228,479,1425,887,SampleGaze,923.7968825791847,975.2437593032571
688,3.0,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,14074.380677232228,479,1425,887,SampleFixation,868.5724040154473,976.869336943618
689,,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,14107.763591086084,479,1425,887,SampleGaze,956.9614766532683,971.4464448175213
690,3.0,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,14107.763591086084,479,1425,887,SampleFixation,911.4842401312873,977.3313935715347
691,3.0,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,14141.016750103154,479,1425,887,SampleFixation,911.7223251348976,972.576499313942
692,,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,14141.016750103154,479,1425,887,SampleGaze,959.1526153150367,972.318773681058
693,,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,14174.163979324221,479,1425,887,SampleGaze,960.2984575087166,964.2079957183023
694,3.0,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,14174.163979324221,479,1425,887,SampleFixation,927.2521693681912,966.9056188085293
696,,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,14212.135229464446,479,1425,887,SampleGaze,939.6896070071693,1004.0239497807305
695,3.0,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,14212.135229464446,479,1425,887,SampleFixation,930.665926673666,982.7673827697658
697,3.0,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,14245.63067081786,479,1425,887,SampleFixation,922.4343946434622,968.9984737352383
698,,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,14245.63067081786,479,1425,887,SampleGaze,928.9802723005047,984.2493395619483
699,3.0,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,14280.078380718303,479,1425,887,SampleFixation,941.7226918406604,962.4035453942766
700,,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,14280.078380718303,479,1425,887,SampleGaze,958.947717440242,956.6859017644227
701,3.0,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,14315.038878800871,479,1425,887,SampleFixation,947.5103795592624,963.5850835175079
702,,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,14315.038878800871,479,1425,887,SampleGaze,966.3184278171093,952.8648258428111
703,3.0,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,14350.208670702006,479,1425,887,SampleFixation,960.2625952321445,952.1107931819485
704,,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,14350.208670702006,479,1425,887,SampleGaze,972.2372957046626,947.8158949162287
705,3.0,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,14385.180164957244,479,1425,887,SampleFixation,971.9691529802377,947.584907829685
706,,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,14385.180164957244,479,1425,887,SampleGaze,972.5823820264089,954.5654285894301
707,,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,14419.632639865798,479,1425,887,SampleGaze,982.5846647792164,949.4479992052065
708,3.0,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,14419.632639865798,479,1425,887,SampleFixation,974.6558506712818,949.0725908382194
709,,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,14452.376676091633,479,1425,887,SampleGaze,980.0292460533699,952.0479568552884
710,,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,14486.679969591962,479,1425,887,SampleGaze,842.7668506022375,1082.8854386738537
711,,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,14518.31595815887,479,1425,887,SampleGaze,1065.3826718587725,1021.4656619730404
712,,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,14552.89635520865,479,1425,887,SampleGaze,998.3377951504738,1045.7138334429142
713,,7,886.0,655,1248,14.0,feel-the-ocean-breeze,1007,14585.428165303252,479,1425,887,SampleGaze,976.6117475880422,1044.8848511524195
